Record_ID,Calling_Agents,Calling_Agents_Description
79,"%5BFBAN/FB4A;FBAV/292.0.0.61.123;FBBV/251145743;FBDM/%7Bdensity=2.0,width=720,height=1370%7D;FBLC/bn_IN;FBRV/0;FBCR/airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M105F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 292 on Samsung SM-M105F
80,"%5BFBAN/FB4A;FBAV/293.0.0.43.120;FBBV/251953166;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_US;FBRV/0;FBCR/Jio%204G;FBMF/motorola;FBBD/motorola;FBPN/com.facebook.katana;FBDV/Moto%20C%20Plus;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 293
81,"%5BFBAN/FB4A;FBAV/293.0.0.43.120;FBBV/251953325;FBDM/%7Bdensity=2.0,width=720,height=1412%7D;FBLC/en_US;FBRV/253560990;FBCR/Jio%204G;FBMF/Lava;FBBD/Lava;FBPN/com.facebook.katana;FBDV/Lava%20Z66;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 293 on ARM 64
82,"%5BFBAN/FB4A;FBAV/294.0.0.39.118;FBBV/253340670;FBDM/%7Bdensity=2.0,width=720,height=1424%7D;FBLC/en_US;FBRV/255190534;FBCR/Jio%204G;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1809;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 294
83,"%5BFBAN/FB4A;FBAV/295.0.0.36.119;FBBV/254634744;FBDM/%7Bdensity=2.0,width=720,height=1208%7D;FBLC/en_US;FBRV/256303372;FBCR/airtel;FBMF/HUAWEI;FBBD/HONOR;FBPN/com.facebook.katana;FBDV/CAM-UL00;FBSV/6.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 295 on Huawei
84,"%5BFBAN/FB4A;FBAV/296.0.0.44.119;FBBV/255824650;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_GB;FBRV/258179871;FBCR/Robi;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J710F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 296 on Samsung J7 (SM-J710F)
85,"%5BFBAN/FB4A;FBAV/296.0.0.44.119;FBBV/255824687;FBDM/%7Bdensity=2.625,width=1080,height=2181%7D;FBLC/en_GB;FBRV/258179871;FBCR/Banglalink;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G965F;FBSV/9;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 296 on Samsung SM-G965F
86,"%5BFBAN/FB4A;FBAV/296.0.0.44.119;FBBV/255824687;FBDM/%7Bdensity=2.75,width=1080,height=2130%7D;FBLC/en_GB;FBRV/258179871;FBCR/Robi;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%207S;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 296 on Redmi
87,"%5BFBAN/FB4A;FBAV/296.0.0.44.119;FBBV/255824729;FBDM/%7Bdensity=3.375,width=1080,height=2107%7D;FBLC/en_US;FBRV/258179871;FBCR/Banglalink;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/MAR-LX1M;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 296 on Huawei
88,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460573;FBDM/%7Bdensity=1.5,width=480,height=854%7D;FBLC/en_US;FBRV/260282514;FBCR/Robi;FBMF/Symphony;FBBD/Symphony;FBPN/com.facebook.katana;FBDV/V47;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297
89,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460578;FBDM/%7Bdensity=2.0,width=720,height=1184%7D;FBLC/en_US;FBRV/260282514;FBCR/Vodafone%20IN;FBMF/motorola;FBBD/motorola;FBPN/com.facebook.katana;FBDV/XT1706;FBSV/6.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297
90,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460578;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_GB;FBRV/260282514;FBCR/Robi;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/F1f;FBSV/5.1.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297
91,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460581;FBDM/%7Bdensity=2.0,width=720,height=1472%7D;FBLC/en_US;FBRV/260282514;FBCR/Grameenphone;FBMF/TECNO%20MOBILE%20LIMITED;FBBD/TECNO;FBPN/com.facebook.katana;FBDV/TECNO%20LC7;FBSV/11;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297
92,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460581;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/bn_Qaau_IN;FBRV/260282514;FBCR/Yes%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297 on Samsung Galaxy J7 Prime (SM-G610F)
93,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460581;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/260282514;FBCR/Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 297 on Samsung Galaxy J7 Prime (SM-G610F)
94,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460594;FBDM/%7Bdensity=3.0,width=1080,height=2137%7D;FBLC/en_US;FBRV/260186187;FBCR/Teletalk;FBMF/HUAWEI;FBBD/HONOR;FBPN/com.facebook.katana;FBDV/JSN-L22;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 297 on Huawei
95,"%5BFBAN/FB4A;FBAV/297.0.0.36.116;FBBV/257460630;FBDM/%7Bdensity=3.375,width=1080,height=2095%7D;FBLC/en_GB;FBRV/260282514;FBCR/Ooredoo;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A505F;FBSV/11;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 297 on Samsung SM-A505F
96,"%5BFBAN/FB4A;FBAV/298.0.0.46.116;FBBV/259886960;FBDM/%7Bdensity=3.0,width=1080,height=2075%7D;FBLC/en_US;FBRV/261724288;FBCR/stc%20KW;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201727;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 298 on Vivo
97,"%5BFBAN/FB4A;FBAV/298.0.0.46.116;FBBV/259886972;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_GB;FBRV/261724288;FBCR/Red%20Bull%20MOBILE;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH2015;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 298 on ARM 64
98,"%5BFBAN/FB4A;FBAV/298.0.0.46.116;FBBV/259886972;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_US;FBRV/261724288;FBCR/Jio%204G;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1933;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 298 on ARM 64
99,"%5BFBAN/FB4A;FBAV/298.0.0.46.116;FBBV/259886974;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_US;FBRV/261724288;FBCR/airtel;FBMF/realme;FBBD/realme;FBPN/com.facebook.katana;FBDV/RMX1911;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 298 on ARM 64
100,"%5BFBAN/FB4A;FBAV/298.0.0.46.116;FBBV/259886996;FBDM/%7Bdensity=1.5,width=2000,height=1128%7D;FBLC/en_US;FBRV/261724288;FBCR/;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-T500;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 298 on Samsung SM-T500
101,"%5BFBAN/FB4A;FBAV/299.0.0.51.236;FBBV/261476343;FBDM/%7Bdensity=1.5,width=540,height=960%7D;FBLC/en_GB;FBRV/263054303;FBCR/Banglalink;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J250F;FBSV/7.1.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 299 on Samsung SM-J250F
102,"%5BFBAN/FB4A;FBAV/299.0.0.51.236;FBBV/261476344;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_GB;FBRV/263054303;FBCR/JIO%204G%20%7C%20Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G615F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 299 on Samsung SM-G615F
103,"%5BFBAN/FB4A;FBAV/299.0.0.51.236;FBBV/261476344;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_US;FBRV/263054303;FBCR/Banglalink;FBMF/Helio;FBBD/Helio;FBPN/com.facebook.katana;FBDV/S10;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 299
104,"%5BFBAN/FB4A;FBAV/299.0.0.51.236;FBBV/261476377;FBDM/%7Bdensity=2.0,width=720,height=1369%7D;FBLC/en_US;FBRV/263054303;FBCR/Jio%204G;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%208;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 299 on Redmi
105,"%5BFBAN/FB4A;FBAV/299.0.0.51.236;FBBV/261476378;FBDM/%7Bdensity=2.625,width=1080,height=2186%7D;FBLC/en_GB;FBRV/263054303;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A515F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 299 on Samsung SM-A515F
106,"%5BFBAN/FB4A;FBAV/300.1.0.57.129;FBBV/263723630;FBDM/%7Bdensity=2.75,width=1080,height=2030%7D;FBLC/en_GB;FBRV/265281377;FBCR/Jio%204G;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%205;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 300.1 on Redmi
107,"%5BFBAN/FB4A;FBAV/300.1.0.57.129;FBBV/263723697;FBDM/%7Bdensity=3.0,width=1080,height=2028%7D;FBLC/en_US;FBRV/265281377;FBCR/Banglalink;FBMF/asus;FBBD/asus;FBPN/com.facebook.katana;FBDV/ASUS_X00TD;FBSV/9;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 300.1 on ARM 64
108,"%5BFBAN/FB4A;FBAV/300.1.0.57.129;FBBV/263723806;FBDM/%7Bdensity=1.75,width=720,height=1396%7D;FBLC/en_GB;FBRV/265281377;FBCR/Airtel-Stay%20Home%20%7C%20airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J810Y;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 300.1 on Samsung SM-J810Y
109,"%5BFBAN/FB4A;FBAV/300.1.0.57.129;FBBV/263723897;FBDM/%7Bdensity=3.375,width=1080,height=2058%7D;FBLC/en_GB;FBRV/265281377;FBCR/Robi;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A920F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 300.1 on Samsung SM-A920F
110,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245003;FBDM/%7Bdensity=2.625,width=1080,height=2218%7D;FBLC/en_GB;FBRV/267438968;FBCR/Reliance%20%7C%20Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-F415F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 300.2 on Samsung SM-F415F
111,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245016;FBDM/%7Bdensity=4.0,width=1440,height=2560%7D;FBLC/en_GB;FBRV/268119191;FBCR/HelloMobile;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G930F;FBSV/6.0.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 300.2 on Samsung SM-G930F
112,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245027;FBDM/%7Bdensity=1.75,width=720,height=1411%7D;FBLC/en_GB;FBRV/268119191;FBCR/airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M115F;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 300.2 on Samsung SM-M115F
113,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245027;FBDM/%7Bdensity=2.0,width=720,height=1449%7D;FBLC/en_US;FBRV/268119191;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/Redmi;FBPN/com.facebook.katana;FBDV/M2006C3MII;FBSV/10;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 300.2 on Redmi
114,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245035;FBDM/%7Bdensity=2.625,width=1080,height=2131%7D;FBLC/en_GB;FBRV/268119191;FBCR/Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-F415F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 300.2 on Samsung SM-F415F
115,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245035;FBDM/%7Bdensity=2.625,width=1080,height=2195%7D;FBLC/en_GB;FBRV/268119191;FBCR/airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A315F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 300.2 on Samsung SM-A315F
116,"%5BFBAN/FB4A;FBAV/300.2.0.58.129;FBBV/265245035;FBDM/%7Bdensity=3.0,width=1080,height=2090%7D;FBLC/en_US;FBRV/268119191;FBCR/du;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/JNY-LX1;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 300.2 on Huawei
117,"%5BFBAN/FB4A;FBAV/301.0.0.37.477;FBBV/267342877;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_US;FBRV/269123057;FBCR/JIO%204G;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1729;FBSV/7.1.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 301
118,"%5BFBAN/FB4A;FBAV/301.0.0.37.477;FBBV/267342885;FBDM/%7Bdensity=2.75,width=1080,height=2030%7D;FBLC/en_US;FBRV/269123057;FBCR/Jio%204G;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%205%20Pro;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 301 on Redmi
119,"%5BFBAN/FB4A;FBAV/301.0.0.37.477;FBBV/267342885;FBDM/%7Bdensity=3.0,width=1080,height=2028%7D;FBLC/en_US;FBRV/269123057;FBCR/Jio%204G;FBMF/asus;FBBD/asus;FBPN/com.facebook.katana;FBDV/ASUS_X00TD;FBSV/9;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 301 on ARM 64
120,"%5BFBAN/FB4A;FBAV/301.0.0.37.477;FBBV/267342895;FBDM/%7Bdensity=2.0,width=720,height=1384%7D;FBLC/en_GB;FBRV/269123057;FBCR/Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J600GF;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 301 on Samsung SM-J600GF
121,"%5BFBAN/FB4A;FBAV/302.0.0.45.119;FBBV/268946177;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_Qaau_US;FBRV/270254211;FBCR/U%20Mobile%20Stay%20Safe;FBMF/realme;FBBD/realme;FBPN/com.facebook.katana;FBDV/RMX2020;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 302 on ARM 64
122,"%5BFBAN/FB4A;FBAV/303.0.0.30.122;FBBV/269803856;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_GB;FBRV/271519795;FBCR/Banglalink;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%205A%20Prime;FBSV/7.1.2;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 303 on Redmi
123,"%5BFBAN/FB4A;FBAV/303.0.0.30.122;FBBV/269803857;FBDM/%7Bdensity=3.0,width=1080,height=1792%7D;FBLC/en_US;FBRV/271519795;FBCR/airtel;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/VTR-L29;FBSV/8.0.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 303 on Huawei
124,"%5BFBAN/FB4A;FBAV/303.0.0.30.122;FBBV/269803888;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_US;FBRV/271519795;FBCR/Airtel-Stay%20Home;FBMF/realme;FBBD/realme;FBPN/com.facebook.katana;FBDV/RMX2189;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 303 on ARM 64
125,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127275;FBDM/%7Bdensity=2.0,width=720,height=1404%7D;FBLC/en_US;FBRV/272618289;FBCR/Jio%204G;FBMF/INFINIX%20MOBILITY%20LIMITED;FBBD/Infinix;FBPN/com.facebook.katana;FBDV/Infinix%20X622;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304
126,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127276;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_GB;FBRV/272618289;FBCR/Airtel-Stay%20Home;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G611F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on Samsung SM-G611F
127,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127287;FBDM/%7Bdensity=2.75,width=1080,height=2130%7D;FBLC/en_Qaau_GB;FBRV/272618289;FBCR/TPG;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%208;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 304 on Redmi
128,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127298;FBDM/%7Bdensity=2.0,width=720,height=1365%7D;FBLC/en_GB;FBRV/272618289;FBCR/airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M015G;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on Samsung SM-M015G
129,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127298;FBDM/%7Bdensity=2.0,width=720,height=1365%7D;FBLC/en_GB;FBRV/272618289;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M015G;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on Samsung SM-M015G
130,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127301;FBDM/%7Bdensity=2.375,width=1080,height=2235%7D;FBLC/en_US;FBRV/272618289;FBCR/Grameenphone;FBMF/OnePlus;FBBD/OnePlus;FBPN/com.facebook.katana;FBDV/AC2001;FBSV/10;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on OnePlus
131,"%5BFBAN/FB4A;FBAV/304.0.0.39.118;FBBV/271127352;FBDM/%7Bdensity=2.625,width=1080,height=2047%7D;FBLC/en_GB;FBRV/272618289;FBCR/Airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G975F;FBSV/11;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 304 on Samsung SM-G975F
132,"%5BFBAN/FB4A;FBAV/304.0.0.42.118;FBBV/272392571;FBDM/%7Bdensity=3.0,width=1080,height=2141%7D;FBLC/en_US;FBRV/272719048;FBCR/Jio%204G;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201907;FBSV/10;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on Vivo
133,"%5BFBAN/FB4A;FBAV/304.0.0.42.118;FBBV/272392622;FBDM/%7Bdensity=2.0,width=720,height=1450%7D;FBLC/en_GB;FBRV/272719048;FBCR/stc%20KW;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J600F;FBSV/10;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 304 on Samsung SM-J600F
134,"%5BFBAN/FB4A;FBAV/304.0.0.42.118;FBBV/272392658;FBDM/%7Bdensity=2.625,width=1080,height=2131%7D;FBLC/en_GB;FBRV/272719048;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M315F;FBSV/10;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 304 on Samsung SM-M315F
135,"%5BFBAN/FB4A;FBAV/305.1.0.40.120;FBBV/272401170;FBDM/%7Bdensity=1.5,width=540,height=960%7D;FBLC/en_GB;FBRV/274073372;FBCR/VIL;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G532F;FBSV/6.0.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 305.1 on Samsung SM-G532F
136,"%5BFBAN/FB4A;FBAV/305.1.0.40.120;FBBV/272401174;FBDM/%7Bdensity=2.25,width=720,height=1280%7D;FBLC/en_US;FBRV/274073372;FBCR/Vodafone%20IN;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J701F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 305.1 on Samsung SM-J701F
137,"%5BFBAN/FB4A;FBAV/305.1.0.40.120;FBBV/272401209;FBDM/%7Bdensity=2.0,width=720,height=1456%7D;FBLC/en_US;FBRV/274073372;FBCR/Grameenphone;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1931;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 305.1 on ARM 64
138,"%5BFBAN/FB4A;FBAV/305.1.0.40.120;FBBV/272401210;FBDM/%7Bdensity=2.625,width=1080,height=2121%7D;FBLC/en_US;FBRV/274073372;FBCR/T-Mobile;FBMF/motorola;FBBD/motorola;FBPN/com.facebook.katana;FBDV/moto%20g%20power;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 305.1 on ARM 64
139,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922288;FBDM/%7Bdensity=1.5,width=540,height=888%7D;FBLC/en_GB;FBRV/275142282;FBCR/GrameenPhone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A260G;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 306.1 on Samsung SM-A260G
140,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922291;FBDM/%7Bdensity=2.0,width=720,height=1184%7D;FBLC/en_Qaau_US;FBRV/275142282;FBCR/Circles;FBMF/motorola;FBBD/motorola;FBPN/com.facebook.katana;FBDV/Moto%20E%20(4)%20Plus;FBSV/7.1.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 306.1
141,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922291;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/bn_IN;FBRV/275142282;FBCR/Vodafone%20IN;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201609;FBSV/6.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 306.1 on Vivo
142,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922291;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_GB;FBRV/275142282;FBCR/Robi;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/A37fw;FBSV/5.1.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 306.1 on Oppo A37fw
143,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922291;FBDM/%7Bdensity=2.0,width=720,height=1358%7D;FBLC/en_US;FBRV/275142282;FBCR/TelkomSA;FBMF/Hisense;FBBD/Hisense;FBPN/com.facebook.katana;FBDV/HLTE300E;FBSV/7.1.2;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 306.1
144,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922297;FBDM/%7Bdensity=2.0,width=720,height=1376%7D;FBLC/en_US;FBRV/275142282;FBCR/Banglalink;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH2083;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 306.1 on ARM 64
145,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922297;FBDM/%7Bdensity=2.1000001,width=720,height=1364%7D;FBLC/en_GB;FBRV/275142282;FBCR/Ooredoo;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%208;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 306.1 on Redmi
146,"%5BFBAN/FB4A;FBAV/306.1.0.40.119;FBBV/273922313;FBDM/%7Bdensity=1.75,width=720,height=1515%7D;FBLC/en_US;FBRV/275142282;FBCR/stc;FBMF/lenovo;FBBD/Lenovo;FBPN/com.facebook.katana;FBDV/Lenovo%20K12%20Note;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 306.1 on ARM 64
147,"%5BFBAN/FB4A;FBAV/307.0.0.40.111;FBBV/274797384;FBDM/%7Bdensity=2.0,width=2560,height=1504%7D;FBLC/en_US;FBRV/276389460;FBCR/Robi;FBMF/LENOVO;FBBD/Lenovo;FBPN/com.facebook.katana;FBDV/Lenovo%20YT-X703L;FBSV/6.0.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 307
